"-180,000000";"324007,929645";"-180,000000";"324007,929645";
"-176,400000";"311177,372356";"-179,640000";"322724,873916";
"-172,800000";"298606,014987";"-179,280000";"321441,818187";
"-169,200000";"286293,857541";"-178,920000";"320158,762458";
"-165,600000";"274240,900020";"-178,560000";"318875,706729";
"-162,000000";"262447,142424";"-178,200000";"317592,651000";
"-158,400000";"250912,584756";"-177,840000";"316309,595272";
"-154,800000";"239637,227017";"-177,480000";"315026,539543";
"-151,200000";"228621,069209";"-177,120000";"313743,483814";
"-147,600000";"217864,111334";"-176,760000";"312460,428085";
"-144,000000";"207366,353392";"-176,400000";"311177,372356";
"-140,400000";"197127,795385";"-176,040000";"309920,236619";
"-136,800000";"187148,437316";"-175,680000";"308663,100882";
"-133,200000";"177428,279186";"-175,320000";"307405,965145";
"-129,600000";"167967,320996";"-174,960000";"306148,829408";
"-126,000000";"158765,562748";"-174,600000";"304891,693671";
"-122,400000";"149823,004443";"-174,240000";"303634,557935";
"-118,800000";"141139,646084";"-173,880000";"302377,422198";
"-115,200000";"132715,487671";"-173,520000";"301120,286461";
"-111,600000";"124550,529207";"-173,160000";"299863,150724";
"-108,000000";"116644,770692";"-172,800000";"298606,014987";
"-104,400000";"108998,212130";"-172,440000";"297374,799243";
"-100,800000";"101610,853520";"-172,080000";"296143,583498";
"-97,200000";"94482,694866";"-171,720000";"294912,367753";
"-93,600000";"87613,736167";"-171,360000";"293681,152009";
"-90,000000";"81003,977427";"-171,000000";"292449,936264";
"-86,400000";"74653,418647";"-170,640000";"291218,720520";
"-82,800000";"68562,059827";"-170,280000";"289987,504775";
"-79,200000";"62729,900971";"-169,920000";"288756,289030";
"-75,600000";"57156,942079";"-169,560000";"287525,073286";
"-72,000000";"51843,183153";"-169,200000";"286293,857541";
"-68,400000";"46788,624195";"-168,840000";"285088,561789";
"-64,800000";"41993,265206";"-168,480000";"283883,266037";
"-61,200000";"37457,106188";"-168,120000";"282677,970285";
"-57,600000";"33180,147143";"-167,760000";"281472,674533";
"-54,000000";"29162,388072";"-167,400000";"280267,378781";
"-50,400000";"25403,828976";"-167,040000";"279062,083028";
"-46,800000";"21904,469858";"-166,680000";"277856,787276";
"-43,200000";"18664,310719";"-166,320000";"276651,491524";
"-39,600000";"15683,351561";"-165,960000";"275446,195772";
"-36,000000";"12961,592384";"-165,600000";"274240,900020";
"-32,400000";"10499,033192";"-165,240000";"273061,524260";
