"-180,000000";"324007,929645";"-180,000000";"324007,929645";
"-176,400000";"311177,372356";"-179,640000";"-112079653568325,156250";
"-172,800000";"298606,014987";"-179,280000";"-130115256494773,765625";
"-169,200000";"286293,857541";"-178,920000";"-110711914200795,218750";
"-165,600000";"274240,900020";"-178,560000";"-81386263606464,640625";
"-162,000000";"262447,142424";"-178,200000";"-54070297377469,265625";
"-158,400000";"250912,584756";"-177,840000";"-32801239027638,570313";
"-154,800000";"239637,227017";"-177,480000";"-17953338785488,734375";
"-151,200000";"228621,069209";"-177,120000";"-8460665271613,192383";
"-147,600000";"217864,111334";"-176,760000";"-2906806568512,657227";
"-144,000000";"207366,353392";"-176,400000";"311177,372356";
"-140,400000";"197127,795385";"-176,040000";"1267168876115,602051";
"-136,800000";"187148,437316";"-175,680000";"1606527657130,612793";
"-133,200000";"177428,279186";"-175,320000";"1482452424951,389893";
"-129,600000";"167967,320996";"-174,960000";"1174862686933,215088";
"-126,000000";"158765,562748";"-174,600000";"837188971272,582153";
"-122,400000";"149823,004443";"-174,240000";"542312799972,446228";
"-118,800000";"141139,646084";"-173,880000";"315718905947,188904";
"-115,200000";"132715,487671";"-173,520000";"157707051553,581970";
"-111,600000";"124550,529207";"-173,160000";"57254961186,448845";
"-108,000000";"116644,770692";"-172,800000";"298606,014987";
"-104,400000";"108998,212130";"-172,440000";"-27645694593,740211";
"-100,800000";"101610,853520";"-172,080000";"-36758298625,718864";
"-97,200000";"94482,694866";"-171,720000";"-35499579050,557930";
"-93,600000";"87613,736167";"-171,360000";"-29388877910,641247";
"-90,000000";"81003,977427";"-171,000000";"-21838260675,850330";
"-86,400000";"74653,418647";"-170,640000";"-14728105888,433151";
"-82,800000";"68562,059827";"-170,280000";"-8913637208,606285";
"-79,200000";"62729,900971";"-169,920000";"-4622315228,470891";
"-75,600000";"57156,942079";"-169,560000";"-1739759815,904296";
"-72,000000";"51843,183153";"-169,200000";"286293,857541";
"-68,400000";"46788,624195";"-168,840000";"900395121,853004";
"-64,800000";"41993,265206";"-168,480000";"1237046348,957046";
"-61,200000";"37457,106188";"-168,120000";"1233371822,422839";
"-57,600000";"33180,147143";"-167,760000";"1053205199,732402";
"-54,000000";"29162,388072";"-167,400000";"806586668,227286";
"-50,400000";"25403,828976";"-167,040000";"560222762,524792";
"-46,800000";"21904,469858";"-166,680000";"348965041,224311";
"-43,200000";"18664,310719";"-166,320000";"186191849,448488";
"-39,600000";"15683,351561";"-165,960000";"72178996,281607";
"-36,000000";"12961,592384";"-165,600000";"274240,900020";
"-32,400000";"10499,033192";"-165,240000";"-38916138,337211";
"-28,800000";"8295,673985";"-164,880000";"-54949154,229718";
"-25,200000";"6351,514765";"-164,520000";"-56159886,100277";
"-21,600000";"4666,555534";"-164,160000";"-49091549,616524";
"-18,000000";"3240,796293";"-163,800000";"-38433499,292612";
"-14,400000";"2074,237044";"-163,440000";"-27237473,804656";
"-10,800000";"1166,877789";"-163,080000";"-17253567,619044";
"-7,200000";"518,718529";"-162,720000";"-9285812,219832";
"-3,600000";"129,759265";"-162,360000";"-3511302,009652";
"0,000000";"0,000000";"-162,000000";"262447,142424";
"3,600000";"129,440735";"-161,640000";"2407493,119049";
"7,200000";"518,081471";"-161,280000";"3347088,483095";
"10,800000";"1165,922211";"-160,920000";"3477833,612644";
"14,400000";"2072,962956";"-160,560000";"3129784,123656";
"18,000000";"3239,203707";"-160,200000";"2552733,471378";
"21,600000";"4664,644466";"-159,840000";"1918827,073679";
"25,200000";"6349,285235";"-159,480000";"1333974,671227";
"28,800000";"8293,126015";"-159,120000";"852752,944794";
"32,400000";"10496,166808";"-158,760000";"493390,641674";
"36,000000";"12958,407616";"-158,400000";"250912,584756";
